i,j,value
15,67,0.809022
15,68,0.80743
15,69,0.806996
15,70,0.809136
15,71,0.811214
15,72,0.813258
15,73,0.815285
15,74,0.817303
15,75,0.819309
15,76,0.821289
15,77,0.823217
15,78,0.825054
15,79,0.826748
15,80,0.828234
15,81,0.829433
15,82,0.830255
15,83,0.830595
15,84,0.830343
15,85,0.829381
15,86,0.827591
15,87,0.824858
15,88,0.821078
15,89,0.81616
15,90,0.810032
15,91,0.802643
15,92,0.793961
15,93,0.783973
15,94,0.772682
15,95,0.760103
15,96,0.746261
15,97,0.731186
15,98,0.714909
15,99,0.697466
16,0,0.577264
16,1,0.596327
16,2,0.615273
16,3,0.634085
16,4,0.652741
16,5,0.671214
16,6,0.689471
16,7,0.707473
16,8,0.725169
16,9,0.742495
16,10,0.759373
16,11,0.7757
16,12,0.791348
16,13,0.806152
16,14,0.819904
16,15,0.832344
16,16,0.84316
16,17,0.851996
16,18,0.858481
16,19,0.862281
16,20,0
16,21,0
16,22,0.883662
16,23,0.880392
16,24,0.875678
16,25,0.869916
16,26,0.863453
16,27,0.856573
16,28,0.849499
16,29,0.842405
16,30,0.835423
16,31,0.82865
16,32,0.82216
16,33,0.816006
16,34,0.810223
16,35,0.804837
16,36,0.799861
16,37,0.795301
16,38,0.791155
16,39,0.787412
16,40,0.784059
16,41,0.785293
16,42,0.787039
16,43,0.789172
16,44,0.791636
16,45,0.794374
16,46,0.797326
16,47,0.800431
16,48,0.803627
16,49,0.806849
16,50,0.810035
16,51,0.813123
16,52,0.816055
16,53,0.818774
16,54,0.82123
16,55,0.823378
16,56,0.825183
16,57,0.826618
16,58,0.827665
16,59,0.828319
16,60,0.828585
16,61,0.828479
16,62,0.828027
16,63,0.827263
16,64,0.826229
16,65,0.824972
16,66,0.823541
16,67,0.821987
16,68,0.820362
16,69,0.819311
16,70,0.821255
16,71,0.823184
16,72,0.825129
16,73,0.827111
16,74,0.829139
16,75,0.831213
16,76,0.833319
16,77,0.835432
16,78,0.837511
16,79,0.839504
16,80,0.84134
16,81,0.842934
16,82,0.844186
16,83,0.844983
16,84,0.845196
16,85,0.844692
16,86,0.843335
16,87,0.840992
16,88,0.837543
16,89,0.832887
16,90,0.826944
16,91,0.819662
16,92,0.811013
16,93,0.800993
16,94,0.789614
16,95,0.776903
16,96,0.762895
16,97,0.747631
16,98,0.73115
16,99,0.713495
17,0,0.583362
17,1,0.602717
17,2,0.621983
17,3,0.641147
17,4,0.66019
17,5,0.679091
17,6,0.697824
17,7,0.716355
17,8,0.734643
17,9,0.752632
17,10,0.770253
17,11,0.787415
17,12,0.803996
17,13,0.819836
17,14,0.834722
17,15,0.848373
17,16,0.860426
17,17,0.870434
17,18,0.877894
17,19,0.882319
17,20,0
17,21,0
17,22,0.900101
17,23,0.89573
17,24,0.889873
17,25,0.883018
17,26,0.875565
17,27,0.867819
17,28,0.86001
17,29,0.852305
17,30,0.844824
17,31,0.837655
17,32,0.830859
17,33,0.824481
17,34,0.818548
17,35,0.813078
17,36,0.80808
17,37,0.803554
17,38,0.799495
17,39,0.79589
17,40,0.7936
17,41,0.794995
17,42,0.796861
17,43,0.799142
17,44,0.80178
17,45,0.804713
17,46,0.807877
17,47,0.811207
17,48,0.814636
17,49,0.818097
17,50,0.821522
17,51,0.824843
17,52,0.827996
17,53,0.83092
17,54,0.833559
17,55,0.835863
17,56,0.837792
17,57,0.839315
17,58,0.840416
17,59,0.841087
17,60,0.841336
17,61,0.841183
17,62,0.840658
17,63,0.839803
17,64,0.838666
17,65,0.837301
17,66,0.835768
17,67,0.834126
17,68,0.832432
17,69,0.830871
17,70,0.832599
17,71,0.83436
17,72,0.83619
17,73,0.838113
17,74,0.840141
17,75,0.842276
17,76,0.844506
17,77,0.846806
17,78,0.849136
17,79,0.851441
17,80,0.853648
17,81,0.855666
17,82,0.857385
17,83,0.858678
17,84,0.859401
17,85,0.859401
17,86,0.858518
17,87,0.856598
17,88,0.853502
17,89,0.849112
17,90,0.843343
17,91,0.836143
17,92,0.82749
17,93,0.817393
17,94,0.805878
17,95,0.792986
17,96,0.778767
17,97,0.763271
17,98,0.746549
17,99,0.72865
18,0,0.588556
18,1,0.608168
18,2,0.627716
18,3,0.647191
18,4,0.666579
18,5,0.685865
18,6,0.705028
18,7,0.724042
18,8,0.742876
18,9,0.761485
18,10,0.779814
18,11,0.797785
18,12,0.818379
18,13,0.838229
18,14,0.856659
18,15,0.87345
18,16,0.888306
18,17,0.90083
18,18,0.897004
18,19,0.90229
18,20,0
18,21,0
18,22,0.915846
18,23,0.910149
18,24,0.902973
18,25,0.894917
18,26,0.886423
18,27,0.877805
18,28,0.86928
18,29,0.860998
18,30,0.853062
18,31,0.845543
18,32,0.838489
18,33,0.831932
18,34,0.825892
18,35,0.820378
18,36,0.815394
18,37,0.810936
18,38,0.806995
18,39,0.803555
18,40,0.80228
18,41,0.803796
18,42,0.805813
18,43,0.808272
18,44,0.811111
18,45,0.814265
18,46,0.817667
18,47,0.821249
18,48,0.824938
18,49,0.828663
18,50,0.832351
18,51,0.835929
18,52,0.839327
18,53,0.842477
18,54,0.845316
18,55,0.847789
18,56,0.849851
18,57,0.851468
18,58,0.852618
18,59,0.853297
18,60,0.853513
18,61,0.85329
18,62,0.852666
18,63,0.851688
18,64,0.850414
18,65,0.848907
18,66,0.847236
18,67,0.845467
18,68,0.843669
18,69,0.841906
18,70,0.843172
18,71,0.844745
18,72,0.846442
18,73,0.848291
18,74,0.850307
18,75,0.852495
18,76,0.854843
18,77,0.85733
18,78,0.859917
18,79,0.862546
18,80,0.865144
18,81,0.867614
18,82,0.869837
18,83,0.871672
18,84,0.872958
18,85,0.873514
18,86,0.873155
18,87,0.871698
18,88,0.868976
18,89,0.864855
18,90,0.859243
18,91,0.852089
18,92,0.843385
18,93,0.833154
18,94,0.821444
18,95,0.808315
18,96,0.793831
18,97,0.778059
18,98,0.761058
18,99,0.742884
19,0,0.592814
19,1,0.612641
19,2,0.632427
19,3,0.652165
19,4,0.671847
19,5,0.691462
19,6,0.710996
19,7,0.730431
19,8,0.749745
19,9,0.768907
19,10,0.787876
19,11,0.807214
19,12,0.828939
19,13,0.849517
19,14,0.868816
19,15,0.886632
19,16,0.902657
19,17,0.916423
19,18,0.927266
19,19,0.93439
19,20,0
19,21,0
19,22,0.930717
19,23,0.923397
19,24,0.914716
19,25,0.905375
19,26,0.895832
19,27,0.886376
19,28,0.877193
19,29,0.8684
19,30,0.860077
19,31,0.852274
19,32,0.845023
19,33,0.838344
19,34,0.832247
19,35,0.826735
19,36,0.821807
19,37,0.817453
19,38,0.813663
19,39,0.810418
19,40,0.810052
19,41,0.811723
19,42,0.813923
19,43,0.816589
19,44,0.819656
19,45,0.823058
19,46,0.826724
19,47,0.830583
19,48,0.834558
19,49,0.838573
19,50,0.842551
19,51,0.846413
19,52,0.850081
19,53,0.85348
19,54,0.85654
19,55,0.8592
19,56,0.861407
19,57,0.863121
19,58,0.86432
19,59,0.864997
19,60,0.865163
19,61,0.864847
19,62,0.864093
19,63,0.862958
19,64,0.86151
19,65,0.859823
19,66,0.857974
19,67,0.856041
19,68,0.8541
19,69,0.852225
19,70,0.852982
19,71,0.854345
19,72,0.85589
19,73,0.857648
19,74,0.859637
19,75,0.861865
19,76,0.864324
19,77,0.866994
19,78,0.869838
19,79,0.8728
19,80,0.875806
19,81,0.878756
19,82,0.881522
19,83,0.88395
19,84,0.885856
19,85,0.887033
19,86,0.887259
19,87,0.886311
19,88,0.883991
19,89,0.880141
19,90,0.874658
19,91,0.867501
19,92,0.858679
19,93,0.848244
19,94,0.836268
19,95,0.822836
19,96,0.808032
19,97,0.791935
19,98,0.774617
19,99,0.756138
20,0,0.596105
20,1,0.616102
20,2,0.636076
20,3,0.656024
20,4,0.67594
20,5,0.695818
20,6,0.715651
20,7,0.735428
20,8,0.755136
20,9,0.774756
20,10,0.794264
20,11,0.815228
20,12,0.837484
20,13,0.858725
20,14,0.878855
20,15,0.89772
20,16,0.915054
20,17,0.93039
20,18,0.942903
20,19,0.951289
20,20,0.954157
20,21,0.951338
20,22,0.944344
20,23,0.935038
20,24,0.924707
20,25,0.914081
20,26,0.903559
20,27,0.893365
20,28,0.88363
20,29,0.874431
20,30,0.865816
20,31,0.857814
20,32,0.850441
20,33,0.843706
20,34,0.837611
20,35,0.832152
20,36,0.827324
20,37,0.823114
20,38,0.819508
20,39,0.816488
20,40,0.816943
20,41,0.818802
20,42,0.821215
20,43,0.824116
20,44,0.827439
20,45,0.831114
20,46,0.83507
20,47,0.839231
20,48,0.843518
20,49,0.847852
20,50,0.852147
20,51,0.856321
20,52,0.860287
20,53,0.863963
20,54,0.86727
20,55,0.870137
20,56,0.872504
20,57,0.874324
20,58,0.87557
20,59,0.876234
20,60,0.876331
20,61,0.875895
20,62,0.874979
20,63,0.873651
20,64,0.871989
20,65,0.870079
20,66,0.868011
20,67,0.865872
20,68,0.863749
20,69,0.861723
20,70,0.862034
20,71,0.863165
20,72,0.864537
20,73,0.866185
20,74,0.868131
20,75,0.870384
20,76,0.872941
20,77,0.875784
20,78,0.878881
20,79,0.88218
20,80,0.885606
20,81,0.889059
20,82,0.892407
20,83,0.895481
20,84,0.898077
20,85,0.899951
20,86,0.900836
20,87,0.900459
20,88,0.898574
20,89,0.894989
20,90,0.889595
20,91,0.882365
20,92,0.873342
20,93,0.862612
20,94,0.850286
20,95,0.836478
20,96,0.821293
20,97,0.804825
20,98,0.787154
20,99,0.768346
21,0,0.598405
21,1,0.618522
21,2,0.638631
21,3,0.658728
21,4,0.678811
21,5,0.698879
21,6,0.718928
21,7,0.738954
21,8,0.758949
21,9,0.778907
21,10,0.798817
21,11,0.821134
21,12,0.843789
21,13,0.865546
21,14,0.886359
21,15,0.906145
21,16,0.924746
21,17,0.941836
21,18,0.956665
21,19,0.967417
21,20,0.970817
21,21,0.965799
21,22,0.955939
21,23,0.944356
21,24,0.932413
21,25,0.920664
21,26,0.909354
21,27,0.898606
21,28,0.888483
21,29,0.879019
21,30,0.870234
21,31,0.862137
21,32,0.854731
21,33,0.848016
21,34,0.841987
21,35,0.836637
21,36,0.831954
21,37,0.827928
21,38,0.824542
21,39,0.821778
21,40,0.822978
21,41,0.825058
21,42,0.827712
21,43,0.830875
21,44,0.834479
21,45,0.838453
21,46,0.842722
21,47,0.847211
21,48,0.851836
21,49,0.856515
21,50,0.861158
21,51,0.865674
21,52,0.86997
21,53,0.873955
21,54,0.877539
21,55,0.880639
21,56,0.883185
21,57,0.885121
21,58,0.886416
21,59,0.887058
21,60,0.887066
21,61,0.88648
21,62,0.885365
21,63,0.8838
21,64,0.88188
21,65,0.879703
21,66,0.877371
21,67,0.874984
21,68,0.872638
21,69,0.870423
21,70,0.870337
21,71,0.871211
21,72,0.872389
21,73,0.873906
21,74,0.875788
21,75,0.878047
21,76,0.880684
21,77,0.883687
21,78,0.887026
21,79,0.890656
21,80,0.894506
21,81,0.89848
21,82,0.902443
21,83,0.90622
21,84,0.909581
21,85,0.912245
21,86,0.913887
21,87,0.914162
21,88,0.912752
21,89,0.909423
21,90,0.904056
21,91,0.896655
21,92,0.887314
21,93,0.876179
21,94,0.863406
21,95,0.849143
21,96,0.833518
21,97,0.816637
21,98,0.798585
21,99,0.77943
22,0,0.599698
22,1,0.619884
22,2,0.640068
22,3,0.66025
22,4,0.680429
22,5,0.700606
22,6,0.720778
22,7,0.740947
22,8,0.761109
22,9,0.781264
22,10,0.80141
22,11,0.824803
22,12,0.84767
22,13,0.869717
22,14,0.890937
22,15,0.91131
22,16,0.9308
22,17,0.949319
22,18,0.966605
22,19,0.981498
22,20,0.987057
22,21,0.977363
22,22,0.963907
22,23,0.950322
22,24,0.937218
22,25,0.924756
22,26,0.912998
22,27,0.901967
22,28,0.891673
22,29,0.88212
22,30,0.873308
22,31,0.865234
22,32,0.857894
22,33,0.85128
22,34,0.845385
22,35,0.840199
22,36,0.835712
22,37,0.83191
22,38,0.828779
22,39,0.826503
22,40,0.828179
22,41,0.83051
22,42,0.833434
22,43,0.836884
22,44,0.840792
22,45,0.845086
22,46,0.849693
22,47,0.854532
22,48,0.859522
22,49,0.864573
22,50,0.869594
22,51,0.874486
22,52,0.879149
22,53,0.883479
22,54,0.887375
22,55,0.890741
22,56,0.893491
22,57,0.895561
22,58,0.896907
22,59,0.897517
22,60,0.897412
22,61,0.896643
22,62,0.895285
22,63,0.893438
22,64,0.89121
22,65,0.888717
22,66,0.886075
22,67,0.883395
22,68,0.880784
22,69,0.87834
22,70,0.877894
22,71,0.878489
22,72,0.87945
22,73,0.880815
22,74,0.882611
22,75,0.884854
22,76,0.887548
22,77,0.890686
22,78,0.894247
22,79,0.898191
22,80,0.902458
22,81,0.906957
22,82,0.911561
22,83,0.916091
22,84,0.920301
22,85,0.923869
22,86,0.926395
22,87,0.927432
22,88,0.926556
22,89,0.923459
22,90,0.918022
22,91,0.910309
22,92,0.900501
22,93,0.888826
22,94,0.875499
22,95,0.860705
22,96,0.844588
22,97,0.827263
22,98,0.808813
22,99,0.789306
23,0,0.599973
23,1,0.620174
23,2,0.640374
23,3,0.660574
23,4,0.680774
23,5,0.700974
23,6,0.721173
23,7,0.741372
23,8,0.761571
23,9,0.781769
23,10,0.8025
23,11,0.826163
23,12,0.849022
23,13,0.871078
23,14,0.892329
23,15,0.912776
23,16,0.932416
23,17,0.951242
23,18,0.969228
23,19,0.986214
23,20,0.995073
23,21,0.980732
23,22,0.965991
23,23,0.951938
23,24,0.938641
23,25,0.926114
23,26,0.91436
23,27,0.903378
23,28,0.893167
23,29,0.883721
23,30,0.875039
23,31,0.867114
23,32,0.85994
23,33,0.853511
23,34,0.84782
23,35,0.842857
23,36,0.838613
23,37,0.835075
23,38,0.83223
23,39,0.830624
23,40,0.832567
23,41,0.835179
23,42,0.838396
23,43,0.842155
23,44,0.846388
23,45,0.851023
23,46,0.855987
23,47,0.8612
23,48,0.866577
23,49,0.872029
23,50,0.877458
23,51,0.882762
23,52,0.88783
23,53,0.892549
23,54,0.896801
23,55,0.900473
23,56,0.903463
23,57,0.905687
23,58,0.907092
23,59,0.90766
23,60,0.907416
23,61,0.906422
23,62,0.904774
23,63,0.902589
23,64,0.899998
23,65,0.897136
23,66,0.894135
23,67,0.891118
23,68,0.888201
23,69,0.885489
23,70,0.88471
23,71,0.885004
23,72,0.885727
23,73,0.886916
23,74,0.888602
23,75,0.890801
23,76,0.893524
23,77,0.896768
23,78,0.900518
23,79,0.904747
23,80,0.909404
23,81,0.914415
23,82,0.919665
23,83,0.924984
23,84,0.930125
23,85,0.934729
23,86,0.938311
23,87,0.940275
23,88,0.940017
23,89,0.93711
23,90,0.931447
23,91,0.923215
23,92,0.912746
23,93,0.900378
23,94,0.886392
23,95,0.871001
23,96,0.854359
23,97,0.836576
23,98,0.817731
23,99,0.797881
24,0,0.599229
24,1,0.61939
24,2,0.639547
24,3,0.659698
24,4,0.679842
24,5,0.699979
24,6,0.720107
24,7,0.740223
24,8,0.760325
24,9,0.780408
24,10,0.801756
24,11,0.825222
24,12,0.847848
24,13,0.869619
24,14,0.89051
24,15,0.910479
24,16,0.929438
24,17,0.947194
24,18,0.963227
24,19,0.975836
24,20,0.979974
24,21,0.973068
24,22,0.961499
24,23,0.948993
24,24,0.936619
24,25,0.924726
24,26,0.913453
24,27,0.902864
24,28,0.892991
24,29,0.883851
24,30,0.875453
24,31,0.867802
24,32,0.860896
24,33,0.854736
24,34,0.849316
24,35,0.844631
24,36,0.840675
24,37,0.837439
24,38,0.834911
24,39,0.83392
24,40,0.83616
24,41,0.839077
24,42,0.842611
24,43,0.846698
24,44,0.851273
24,45,0.856266
24,46,0.861604
24,47,0.867209
24,48,0.872995
24,49,0.878873
24,50,0.884742
24,51,0.890494
24,52,0.896011
24,53,0.901167
24,54,0.905827
24,55,0.909858
24,56,0.913132
24,57,0.915543
24,58,0.917019
24,59,0.917536
24,60,0.917121
24,61,0.915853
24,62,0.913854
24,63,0.911269
24,64,0.908254
24,65,0.904967
24,66,0.901555
24,67,0.898157
24,68,0.894894
24,69,0.891879
24,70,0.890788
24,71,0.890761
24,72,0.891224
24,73,0.892215
24,74,0.893764
24,75,0.895891
24,76,0.898607
24,77,0.901917
24,78,0.905813
24,79,0.910278
24,80,0.915279
24,81,0.920758
24,82,0.926626
24,83,0.932741
24,84,0.938872
24,85,0.944655
24,86,0.949522
24,87,0.952666
24,88,0.953167
24,89,0.950366
24,90,0.944215
24,91,0.935165
24,92,0.923795
24,93,0.91058
24,94,0.895854
24,95,0.879834
24,96,0.862665
24,97,0.844441
24,98,0.825226
24,99,0.805065
25,0,0.597471
25,1,0.617539
25,2,0.637593
25,3,0.657629
25,4,0.677645
25,5,0.697635
25,6,0.717596
25,7,0.737519
25,8,0.757397
25,9,0.777216
25,10,0.798953
25,11,0.822063
25,12,0.844257
25,13,0.865495
25,14,0.885707
25,15,0.904779
25,16,0.922502
25,17,0.938476
25,18,0.951893
25,19,0.961179
25,20,0.964209
25,21,0.960532
25,22,0.95243
25,23,0.942326
25,24,0.93158
25,25,0.920844
25,26,0.910441
25,27,0.900538
25,28,0.891231
25,29,0.882576
25,30,0.874606
25,31,0.867343
25,32,0.8608
25,33,0.854985
25,34,0.8499
25,35,0.845545
25,36,0.84192
25,37,0.839019
25,38,0.836836
25,39,0.836408
25,40,0.838971
25,41,0.842216
25,42,0.846085
25,43,0.850516
25,44,0.855447
25,45,0.86081
25,46,0.866535
25,47,0.872546
25,48,0.878759
25,49,0.885084
25,50,0.891421
25,51,0.897659
25,52,0.903671
25,53,0.90932
25,54,0.914453
25,55,0.918908
25,56,0.922527
25,57,0.925171
25,58,0.926738
25,59,0.927192
25,60,0.926566
25,61,0.924965
25,62,0.922542
25,63,0.919482
25,64,0.915975
25,65,0.912202
25,66,0.90833
25,67,0.904506
25,68,0.900862
25,69,0.89751
25,70,0.896126
25,71,0.895762
25,72,0.895947
25,73,0.896719
25,74,0.898105
25,75,0.900126
25,76,0.902796
25,77,0.906123
25,78,0.910108
25,79,0.914744
25,80,0.920013
25,81,0.925881
25,82,0.932292
25,83,0.939145
25,84,0.946265
25,85,0.953335
25,86,0.959768
25,87,0.964509
25,88,0.966039
25,89,0.963165
25,90,0.956057
25,91,0.945772
25,92,0.933255
25,93,0.919089
25,94,0.903602
25,95,0.886979
25,96,0.869328
25,97,0.850717
25,98,0.831187
25,99,0.810767
26,0,0.594713
26,1,0.614637
26,2,0.634532
26,3,0.65439
26,4,0.674207
26,5,0.693972
26,6,0.713677
26,7,0.733308
26,8,0.752847
26,9,0.772269
26,10,0.794208
26,11,0.816835
26,12,0.838451
26,13,0.858985
26,14,0.878325
26,15,0.896297
26,16,0.912617
26,17,0.926825
26,18,0.938192
26,19,0.945718
26,20,0.94851
26,21,0.946562
26,22,0.940961
26,23,0.933137
26,24,0.924207
26,25,0.914884
26,26,0.905592
26,27,0.896585
26,28,0.888019
26,29,0.879994
26,30,0.872573
26,31,0.865799
26,32,0.859701
26,33,0.854298
26,34,0.849604
26,35,0.845626
26,36,0.842368
26,37,0.839832
26,38,0.838016
26,39,0.838101
26,40,0.841011
26,41,0.844603
26,42,0.84882
26,43,0.853607
26,44,0.858902
26,45,0.864644
26,46,0.870763
26,47,0.877188
26,48,0.88384
26,49,0.890629
26,50,0.897458
26,51,0.904215
26,52,0.91077
26,53,0.916973
26,54,0.922652
26,55,0.927617
26,56,0.931664
26,57,0.934606
26,58,0.936297
26,59,0.936678
26,60,0.935789
26,61,0.933773
26,62,0.930836
26,63,0.927213
26,64,0.923137
26,65,0.918817
26,66,0.914436
26,67,0.91015
26,68,0.906093
26,69,0.902379
26,70,0.90072
26,71,0.900007
26,72,0.8999
26,73,0.900432
26,74,0.901629
26,75,0.90351
26,76,0.906091
26,77,0.90938
26,78,0.913386
26,79,0.918108
26,80,0.923544
26,81,0.92968
26,82,0.936493
26,83,0.943935
26,84,0.951914
26,85,0.960238
26,86,0.968465
26,87,0.975473
26,88,0.978664
26,89,0.975254
26,90,0.966327
26,91,0.954341
26,92,0.940554
26,93,0.925474
26,94,0.909323
26,95,0.892205
26,96,0.874179
26,97,0.855277
26,98,0.835518
26,99,0.814914
27,0,0.590974
27,1,0.610707
27,2,0.63039
27,3,0.650013
27,4,0.669567
27,5,0.689038
27,6,0.708409
27,7,0.72766
27,8,0.746762
27,9,0.76568
27,10,0.787672
27,11,0.809732
27,12,0.830685
27,13,0.850431
27,14,0.868833
27,15,0.885689
27,16,0.900705
27,17,0.913469
27,18,0.923442
27,19,0.930045
27,20,0.932897
27,21,0.932102
27,22,0.928296
27,23,0.922372
27,24,0.915159
27,25,0.907293
27,26,0.899215
27,27,0.891222
27,28,0.883514
27,29,0.876223
27,30,0.869442
27,31,0.863237
27,32,0.857651
27,33,0.852719
27,34,0.848463
27,35,0.8449
27,36,0.842042
27,37,0.839895
27,38,0.838463
27,39,0.839009
27,40,0.842286
27,41,0.846238
27,42,0.850814
27,43,0.855963
27,44,0.861627
27,45,0.867748
27,46,0.874263
27,47,0.881105
27,48,0.888197
27,49,0.895459
27,50,0.902796
27,51,0.910098
27,52,0.917237
27,53,0.924057
27,54,0.93037
27,55,0.935949
27,56,0.940539
27,57,0.943876
27,58,0.945744
27,59,0.946039
27,60,0.944814
27,61,0.942273
27,62,0.938705
27,63,0.934417
27,64,0.929691
27,65,0.924765
27,66,0.919834
27,67,0.915057
27,68,0.910566
27,69,0.906471
27,70,0.90456
27,71,0.903495
27,72,0.903086
27,73,0.903363
27,74,0.904346
27,75,0.906053
27,76,0.908498
27,77,0.91169
27,78,0.915639
27,79,0.920349
27,80,0.925826
27,81,0.932071
27,82,0.939081
27,83,0.946852
27,84,0.955365
27,85,0.964579
27,86,0.974371
27,87,0.984262
27,88,0.991044
27,89,0.985465
27,90,0.973508
27,91,0.959791
27,92,0.945
27,93,0.929293
27,94,0.912724
27,95,0.895315
27,96,0.877079
27,97,0.858021
27,98,0.838144
27,99,0.817451
28,0,0.586281
28,1,0.605779
28,2,0.625203
28,3,0.64454
28,4,0.663776
28,5,0.682891
28,6,0.701862
28,7,0.720662
28,8,0.739251
28,9,0.757582
28,10,0.779514
28,11,0.800968
28,12,0.821225
28,13,0.840175
28,14,0.857669
28,15,0.873508
28,16,0.887429
28,17,0.899106
28,18,0.908173
28,19,0.914306
28,20,0.917351
28,21,0.917438
28,22,0.914997
28,23,0.910626
28,24,0.904937
28,25,0.89846
28,26,0.891602
28,27,0.884668
28,28,0.877877
28,29,0.871386
28,30,0.86531
28,31,0.85973
28,32,0.854709
28,33,0.850292
28,34,0.846512
28,35,0.843395
28,36,0.84096
28,37,0.839221
28,38,0.838187
28,39,0.839139
28,40,0.842796
28,41,0.847118
28,42,0.852059
28,43,0.857571
28,44,0.863602
28,45,0.870098
28,46,0.877003
28,47,0.884252
28,48,0.89178
28,49,0.89951
28,50,0.907356
28,51,0.915218
28,52,0.922972
28,53,0.930465
28,54,0.937501
28,55,0.943823
28,56,0.949111
28,57,0.952994
28,58,0.955126
28,59,0.955319
28,60,0.953648
28,61,0.950426
28,62,0.946076
28,63,0.941005
28,64,0.93555
28,65,0.929969
28,66,0.924461
28,67,0.919179
28,68,0.914246
28,69,0.909764
28,70,0.907634
28,71,0.906219
28,72,0.905505
28,73,0.905515
28,74,0.906264
28,75,0.907765
28,76,0.910028
28,77,0.913062
28,78,0.916873
28,79,0.921465
28,80,0.926844
28,81,0.933012
28,82,0.939971
28,83,0.947723
28,84,0.956266
28,85,0.965595
28,86,0.975692
28,87,0.986466
28,88,0.996322
28,89,0.988217
28,90,0.975099
28,91,0.960987
28,92,0.946021
28,93,0.930228
28,94,0.913617
28,95,0.89619
28,96,0.87795
28,97,0.858896
28,98,0.83903
28,99,0.81835
29,0,0.580667
29,1,0.599891
29,2,0.619015
29,3,0.638021
29,4,0.656891
29,5,0.6756
29,6,0.694119
29,7,0.712412
29,8,0.730431
29,9,0.74812
29,10,0.769909
29,11,0.790753
29,12,0.810329
29,13,0.828526
29,14,0.845198
29,15,0.860168
29,16,0.87322
29,17,0.884113
29,18,0.892611
29,19,0.898536
29,20,0.901843
29,21,0.902668
29,22,0.901324
29,23,0.898242
29,24,0.893886
29,25,0.888684
29,26,0.882998
29,27,0.877117
29,28,0.871262
29,29,0.865603
29,30,0.860267
29,31,0.855352
29,32,0.85093
29,33,0.84706
29,34,0.843784
29,35,0.841135
29,36,0.839141
29,37,0.837822
29,38,0.837192
29,39,0.838492
29,40,0.842539
29,41,0.847236
29,42,0.852542
29,43,0.858413
29,44,0.864804
29,45,0.871664
29,46,0.878942
29,47,0.886583
29,48,0.894526
29,49,0.902705
29,50,0.911044
29,51,0.919456
29,52,0.927832
29,53,0.936033
29,54,0.94387
29,55,0.951076
29,56,0.95727
29,57,0.961932
29,58,0.964485
29,59,0.964555
29,60,0.962252
29,61,0.958118
29,62,0.952799
29,63,0.946827
29,64,0.940581
29,65,0.934322
29,66,0.928234
29,67,0.922453
29,68,0.917088
29,69,0.912391
29,70,0.909921
29,71,0.90817
29,72,0.907155
29,73,0.906893
29,74,0.907391
29,75,0.908657
29,76,0.910697
29,77,0.913513
29,78,0.917107
29,79,0.921476
29,80,0.926618
29,81,0.932523
29,82,0.939175
29,83,0.946548
29,84,0.954582
29,85,0.963158
29,86,0.971967
29,87,0.980069
29,88,0.984366
29,89,0.980397
29,90,0.970373
29,91,0.957694
29,92,0.943526
29,93,0.928242
29,94,0.911986
29,95,0.894825
29,96,0.876792
29,97,0.857906
29,98,0.838178
29,99,0.817617
30,0,0.574167
30,1,0.593085
30,2,0.611872
30,3,0.630511
30,4,0.648977
30,5,0.667241
30,6,0.685268
30,7,0.703015
30,8,0.720428
30,9,0.737536
30,10,0.759024
30,11,0.779281
30,12,0.798222
30,13,0.815737
30,14,0.8317
30,15,0.84596
30,16,0.858348
30,17,0.868695
30,18,0.876854
30,19,0.882734
30,20,0.886346
30,21,0.887819
30,22,0.887399
30,23,0.885414
30,24,0.882224
30,25,0.878179
30,26,0.873593
30,27,0.868728
30,28,0.863799
30,29,0.858977
30,30,0.854398
30,31,0.850167
30,32,0.846366
30,33,0.843063
30,34,0.840308
30,35,0.838143
30,36,0.836601
30,37,0.835708
30,38,0.835484
30,39,0.837065
30,40,0.841508
30,41,0.846581
30,42,0.852247
30,43,0.858469
30,44,0.865204
30,45,0.87241
30,46,0.880039
30,47,0.888042
30,48,0.896367
30,49,0.904958
30,50,0.91375
30,51,0.922673
30,52,0.931638
30,53,0.940535
30,54,0.949207
30,55,0.957414
30,56,0.96476
30,57,0.970572
30,58,0.973853
30,59,0.97376
30,60,0.970486
30,61,0.965098
30,62,0.958606
30,63,0.95165
30,64,0.9446
30,65,0.937684
30,66,0.931049
30,67,0.924805
30,68,0.919038
30,69,0.914218
30,70,0.9114
30,71,0.909335
30,72,0.908032
30,73,0.907498
30,74,0.907735
30,75,0.908744
30,76,0.910523
30,77,0.913069
30,78,0.916373
30,79,0.920425
30,80,0.925204
30,81,0.930683
30,82,0.936812
30,83,0.943514
30,84,0.950647
30,85,0.957942
30,86,0.964857
30,87,0.970283
30,88,0.972322
30,89,0.969328
30,90,0.961682
30,91,0.950875
30,92,0.937993
30,93,0.923607
30,94,0.908004
30,95,0.891335
30,96,0.873687
30,97,0.855111
30,98,0.835638
30,99,0.81529
31,0,0.566822
31,1,0.585404
31,2,0.603828
31,3,0.622069
31,4,0.640102
31,5,0.657891
31,6,0.675399
31,7,0.692575
31,8,0.709363
31,9,0.726031
31,10,0.74701
31,11,0.766723
31,12,0.78509
31,13,0.802014
31,14,0.817384
31,15,0.831342
31,16,0.843497
31,17,0.853646
31,18,0.860942
31,19,0.866885
31,20,0.870827
31,21,0.872891
31,22,0.873277
31,23,0.872247
