i,j,value
46,83,0.84888
46,84,0.845435
46,85,0.84149
46,86,0.836983
46,87,0.831854
46,88,0.826041
46,89,0.819481
46,90,0.812112
46,91,0.803873
46,92,0.724355
46,93,0.713719
46,94,0.702115
46,95,0.689519
46,96,0.675917
46,97,0.661299
46,98,0.645659
46,99,0.628996
47,0,0.506451
47,1,0.522569
47,2,0.537875
47,3,0.552367
47,4,0.566044
47,5,0.578904
47,6,0.590944
47,7,0.602161
47,8,0.612554
47,9,0.622118
47,10,0.630852
47,11,0.63875
47,12,0.645811
47,13,0.65203
47,14,0.657405
47,15,0.661932
47,16,0.665609
47,17,0.668433
47,18,0.509156
47,19,0.510238
47,20,0
47,21,0
47,22,0.611475
47,23,0.618971
47,24,0.625903
47,25,0.632323
47,26,0.638284
47,27,0.643841
47,28,0.649046
47,29,0.653949
47,30,0.6586
47,31,0.663046
47,32,0.66733
47,33,0.671492
47,34,0.675568
47,35,0.679589
47,36,0.683583
47,37,0.687571
47,38,0.69157
47,39,0.695592
47,40,0.699641
47,41,0.703716
47,42,0.707808
47,43,0.714477
47,44,0.770787
47,45,0.775099
47,46,0.77933
47,47,0.783445
47,48,0.787403
47,49,0.791152
47,50,0.794635
47,51,0.797788
47,52,0.800541
47,53,0.802819
47,54,0.804548
47,55,0.805652
47,56,0.806063
47,57,0.807097
47,58,0.808831
47,59,0.80973
47,60,0.809809
47,61,0.809094
47,62,0.807629
47,63,0.805586
47,64,0.806205
47,65,0.806265
47,66,0.805855
47,67,0.805059
47,68,0.80395
47,69,0.802591
47,70,0.801035
47,71,0.799325
47,72,0.861861
47,73,0.86124
47,74,0.860448
47,75,0.859482
47,76,0.858331
47,77,0.856979
47,78,0.855403
47,79,0.853577
47,80,0.851467
47,81,0.849038
47,82,0.846247
47,83,0.843049
47,84,0.839395
47,85,0.835234
47,86,0.830511
47,87,0.825169
47,88,0.81915
47,89,0.812397
47,90,0.725744
47,91,0.716738
47,92,0.706857
47,93,0.696065
47,94,0.684336
47,95,0.671645
47,96,0.657976
47,97,0.643316
47,98,0.627659
47,99,0.610999
48,0,0.505335
48,1,0.521308
48,2,0.536467
48,3,0.550812
48,4,0.564341
48,5,0.577053
48,6,0.588946
48,7,0.60002
48,8,0.610272
48,9,0.6197
48,10,0.628303
48,11,0.636078
48,12,0.643024
48,13,0.649139
48,14,0.65442
48,15,0.658867
48,16,0.662477
48,17,0.665248
48,18,0.667181
48,19,0.490047
48,20,0
48,21,0
48,22,0.59167
48,23,0.599501
48,24,0.606774
48,25,0.613538
48,26,0.619845
48,27,0.625741
48,28,0.631278
48,29,0.636501
48,30,0.641457
48,31,0.646187
48,32,0.650734
48,33,0.655132
48,34,0.659416
48,35,0.663613
48,36,0.66775
48,37,0.671844
48,38,0.675911
48,39,0.67996
48,40,0.683994
48,41,0.688009
48,42,0.691997
48,43,0.756467
48,44,0.760468
48,45,0.764387
48,46,0.768197
48,47,0.771869
48,48,0.77536
48,49,0.778627
48,50,0.781614
48,51,0.784264
48,52,0.786513
48,53,0.788295
48,54,0.789543
48,55,0.79019
48,56,0.790174
48,57,0.789438
48,58,0.789866
48,59,0.790804
48,60,0.790953
48,61,0.790336
48,62,0.788989
48,63,0.789203
48,64,0.790193
48,65,0.790613
48,66,0.790544
48,67,0.790061
48,68,0.789229
48,69,0.788108
48,70,0.786746
48,71,0.785184
48,72,0.856581
48,73,0.856103
48,74,0.855414
48,75,0.854511
48,76,0.853384
48,77,0.852018
48,78,0.850394
48,79,0.848488
48,80,0.84627
48,81,0.843706
48,82,0.840759
48,83,0.837388
48,84,0.833548
48,85,0.829192
48,86,0.82427
48,87,0.818729
48,88,0.812516
48,89,0.805577
48,90,0.708119
48,91,0.698899
48,92,0.688829
48,93,0.677877
48,94,0.666014
48,95,0.653217
48,96,0.639467
48,97,0.624752
48,98,0.60906
48,99,0.592386
49,0,0.504486
49,1,0.520351
49,2,0.535401
49,3,0.549636
49,4,0.563054
49,5,0.575656
49,6,0.587441
49,7,0.598407
49,8,0.608554
49,9,0.617881
49,10,0.626387
49,11,0.634071
49,12,0.640933
49,13,0.64697
49,14,0.652183
49,15,0.656569
49,16,0.66013
49,17,0.662863
49,18,0.664768
49,19,0.469855
49,20,0
49,21,0
49,22,0.571323
49,23,0.579472
49,24,0.58707
49,25,0.594161
49,26,0.600792
49,27,0.607009
49,28,0.612857
49,29,0.61838
49,30,0.623619
49,31,0.628615
49,32,0.633404
49,33,0.63802
49,34,0.642494
49,35,0.646851
49,36,0.651114
49,37,0.6553
49,38,0.659422
49,39,0.663487
49,40,0.667496
49,41,0.671444
49,42,0.675322
49,43,0.748007
49,44,0.749701
49,45,0.753209
49,46,0.756585
49,47,0.759801
49,48,0.762819
49,49,0.765597
49,50,0.768086
49,51,0.770232
49,52,0.771978
49,53,0.773263
49,54,0.774028
49,55,0.774212
49,56,0.77376
49,57,0.77262
49,58,0.770748
49,59,0.770863
49,60,0.77107
49,61,0.770533
49,62,0.770152
49,63,0.772138
49,64,0.77347
49,65,0.774224
49,66,0.774471
49,67,0.774279
49,68,0.773707
49,69,0.77281
49,70,0.771633
49,71,0.770213
49,72,0.851319
49,73,0.850992
49,74,0.850416
49,75,0.849587
49,76,0.848498
49,77,0.847136
49,78,0.845482
49,79,0.843515
49,80,0.841209
49,81,0.838532
49,82,0.83545
49,83,0.831926
49,84,0.827919
49,85,0.823385
49,86,0.818278
49,87,0.812551
49,88,0.806153
49,89,0.799033
49,90,0.689942
49,91,0.680511
49,92,0.670254
49,93,0.659139
49,94,0.647137
49,95,0.634225
49,96,0.620384
49,97,0.6056
49,98,0.58986
49,99,0.573158
50,0,0.503917
50,1,0.51971
50,2,0.534688
50,3,0.548849
50,4,0.562194
50,5,0.574723
50,6,0.586435
50,7,0.59733
50,8,0.607408
50,9,0.616669
50,10,0.625111
50,11,0.632735
50,12,0.639541
50,13,0.645527
50,14,0.650694
50,15,0.655042
50,16,0.65857
50,17,0.661277
50,18,0.663165
50,19,0.449662
50,20,0
50,21,0
50,22,0.550414
50,23,0.558868
50,24,0.566774
50,25,0.574174
50,26,0.581112
50,27,0.58763
50,28,0.59377
50,29,0.599572
50,30,0.605076
50,31,0.610318
50,32,0.615332
50,33,0.620148
50,34,0.624795
50,35,0.629297
50,36,0.633672
50,37,0.637937
50,38,0.642102
50,39,0.646172
50,40,0.650148
50,41,0.74216
50,42,0.740931
50,43,0.739573
50,44,0.738508
50,45,0.741586
50,46,0.744512
50,47,0.747259
50,48,0.749793
50,49,0.752074
50,50,0.754057
50,51,0.755694
50,52,0.756932
50,53,0.757717
50,54,0.757992
50,55,0.757704
50,56,0.756802
50,57,0.755238
50,58,0.74886
50,59,0.749857
50,60,0.750111
50,61,0.749638
50,62,0.752081
50,63,0.754385
50,64,0.756034
50,65,0.757097
50,66,0.757637
50,67,0.757715
50,68,0.757387
50,69,0.756701
50,70,0.7557
50,71,0.754417
50,72,0.846126
50,73,0.845956
50,74,0.845501
50,75,0.844758
50,76,0.843721
50,77,0.842377
50,78,0.84071
50,79,0.8387
50,80,0.836323
50,81,0.833551
50,82,0.830352
50,83,0.826693
50,84,0.822534
50,85,0.817837
50,86,0.812558
50,87,0.806654
50,88,0.800076
50,89,0.792778
50,90,0.671192
50,91,0.661556
50,92,0.651114
50,93,0.639834
50,94,0.62769
50,95,0.614657
50,96,0.600717
50,97,0.585854
50,98,0.570055
50,99,0.553312
51,0,0.503633
51,1,0.519391
51,2,0.534333
51,3,0.548458
51,4,0.561767
51,5,0.57426
51,6,0.585936
51,7,0.596796
51,8,0.60684
51,9,0.616067
51,10,0.624478
51,11,0.632073
51,12,0.638851
51,13,0.644812
51,14,0.649957
51,15,0.654286
51,16,0.657797
51,17,0.660493
51,18,0.662371
51,19,0.429468
51,20,0
51,21,0
51,22,0.528927
51,23,0.53767
51,24,0.545868
51,25,0.553561
51,26,0.560789
51,27,0.56759
51,28,0.574004
51,29,0.580068
51,30,0.585818
51,31,0.591288
51,32,0.596509
51,33,0.60151
51,34,0.606314
51,35,0.610945
51,36,0.61542
51,37,0.619751
51,38,0.623949
51,39,0.628016
51,40,0.631953
51,41,0.734531
51,42,0.732845
51,43,0.730997
51,44,0.728971
51,45,0.729537
51,46,0.731994
51,47,0.734256
51,48,0.736292
51,49,0.738065
51,50,0.739533
51,51,0.740652
51,52,0.741373
51,53,0.741646
51,54,0.741421
51,55,0.740648
51,56,0.739278
51,57,0.724963
51,58,0.726718
51,59,0.727737
51,60,0.728028
51,61,0.730024
51,62,0.733338
51,63,0.735936
51,64,0.737879
51,65,0.739228
51,66,0.740041
51,67,0.740372
51,68,0.740271
51,69,0.739784
51,70,0.738948
51,71,0.737796
51,72,0.736353
51,73,0.841043
51,74,0.840718
51,75,0.840072
51,76,0.839099
51,77,0.837786
51,78,0.836121
51,79,0.834084
51,80,0.831652
51,81,0.8288
51,82,0.8255
51,83,0.821719
51,84,0.817422
51,85,0.812573
51,86,0.807132
51,87,0.801057
51,88,0.794304
51,89,0.660931
51,90,0.651852
51,91,0.642017
51,92,0.631393
51,93,0.619949
51,94,0.607659
51,95,0.594501
51,96,0.580455
51,97,0.565505
51,98,0.549638
51,99,0.532843
52,0,0.503639
52,1,0.519398
52,2,0.53434
52,3,0.548466
52,4,0.561776
52,5,0.574269
52,6,0.585946
52,7,0.596807
52,8,0.606852
52,9,0.61608
52,10,0.624491
52,11,0.632086
52,12,0.638865
52,13,0.644827
52,14,0.649972
52,15,0.654301
52,16,0.657813
52,17,0.660509
52,18,0.662387
52,19,0.409274
52,20,0
52,21,0
52,22,0.506843
52,23,0.515863
52,24,0.524339
52,25,0.532309
52,26,0.539809
52,27,0.546876
52,28,0.553547
52,29,0.559856
52,30,0.565835
52,31,0.571517
52,32,0.576929
52,33,0.582098
52,34,0.587046
52,35,0.591793
52,36,0.596354
52,37,0.600742
52,38,0.604963
52,39,0.60902
52,40,0.728802
52,41,0.726824
52,42,0.724662
52,43,0.722306
52,44,0.719741
52,45,0.717076
52,46,0.719044
52,47,0.720803
52,48,0.722324
52,49,0.723574
52,50,0.724513
52,51,0.725101
52,52,0.725293
52,53,0.725041
52,54,0.724301
52,55,0.723024
52,56,0.699176
52,57,0.701658
52,58,0.703417
52,59,0.704453
52,60,0.70598
52,61,0.710328
52,62,0.713911
52,63,0.716784
52,64,0.719001
52,65,0.720616
52,66,0.721682
52,67,0.722248
52,68,0.72236
52,69,0.722059
52,70,0.72138
52,71,0.720353
52,72,0.719001
52,73,0.836301
52,74,0.836116
52,75,0.835577
52,76,0.834679
52,77,0.833412
52,78,0.831761
52,79,0.829709
52,80,0.827236
52,81,0.824319
52,82,0.820929
52,83,0.817038
52,84,0.812614
52,85,0.807622
52,86,0.802024
52,87,0.795783
52,88,0.788856
52,89,0.641189
52,90,0.631905
52,91,0.621877
52,92,0.611073
52,93,0.599467
52,94,0.587032
52,95,0.573746
52,96,0.55959
52,97,0.544546
52,98,0.528603
52,99,0.511748
53,0,0.503934
53,1,0.51973
53,2,0.534709
53,3,0.548873
53,4,0.56222
53,5,0.574751
53,6,0.586466
53,7,0.597363
53,8,0.607443
53,9,0.616705
53,10,0.62515
53,11,0.632776
53,12,0.639583
53,13,0.645571
53,14,0.65074
53,15,0.655088
53,16,0.658617
53,17,0.661325
53,18,0.663213
53,19,0.389079
53,20,0
53,21,0
53,22,0.484149
53,23,0.493431
53,24,0.502171
53,25,0.510402
53,26,0.518159
53,27,0.525477
53,28,0.532388
53,29,0.538925
53,30,0.545118
53,31,0.550996
53,32,0.556585
53,33,0.561907
53,34,0.566986
53,35,0.571836
53,36,0.576474
53,37,0.580907
53,38,0.585144
53,39,0.723752
53,40,0.721513
53,41,0.719066
53,42,0.716407
53,43,0.713527
53,44,0.710409
53,45,0.707033
53,46,0.705673
53,47,0.706908
53,48,0.707895
53,49,0.708603
53,50,0.708997
53,51,0.709037
53,52,0.708682
53,53,0.707889
53,54,0.706614
53,55,0.671488
53,56,0.674671
53,57,0.677146
53,58,0.678909
53,59,0.679972
53,60,0.685366
53,61,0.689957
53,62,0.693793
53,63,0.696922
53,64,0.699393
53,65,0.701256
53,66,0.702558
53,67,0.703343
53,68,0.703654
53,69,0.703528
53,70,0.702997
53,71,0.702089
53,72,0.700825
53,73,0.831779
53,74,0.831743
53,75,0.831321
53,76,0.83051
53,77,0.829298
53,78,0.827674
53,79,0.82562
53,80,0.823118
53,81,0.820145
53,82,0.816677
53,83,0.812685
53,84,0.80814
53,85,0.80301
53,86,0.797261
53,87,0.790854
53,88,0.783753
53,89,0.620815
53,90,0.611334
53,91,0.601119
53,92,0.590142
53,93,0.578375
53,94,0.565795
53,95,0.55238
53,96,0.538109
53,97,0.522968
53,98,0.506942
53,99,0.490019
54,0,0.504515
54,1,0.520384
54,2,0.535437
54,3,0.549676
54,4,0.563098
54,5,0.575703
54,6,0.587491
54,7,0.598461
54,8,0.608612
54,9,0.617942
54,10,0.626451
54,11,0.634139
54,12,0.641003
54,13,0.647043
54,14,0.652258
54,15,0.656647
54,16,0.660209
54,17,0.662943
54,18,0.664849
54,19,0.368884
54,20,0
54,21,0
54,22,0.460829
54,23,0.470361
54,24,0.47935
54,25,0.487829
54,26,0.495828
54,27,0.503381
54,28,0.510518
54,29,0.517268
54,30,0.523659
54,31,0.529718
54,32,0.535469
54,33,0.540933
54,34,0.546129
54,35,0.551072
54,36,0.555775
54,37,0.560247
54,38,0.564492
54,39,0.716927
54,40,0.714219
54,41,0.71128
54,42,0.708104
54,43,0.704681
54,44,0.700995
54,45,0.697025
54,46,0.692743
54,47,0.692575
54,48,0.693006
54,49,0.693151
54,50,0.692979
54,51,0.692452
54,52,0.691531
54,53,0.690175
54,54,0.688344
54,55,0.645733
54,56,0.648907
54,57,0.651379
54,58,0.653142
54,59,0.65847
54,60,0.664082
54,61,0.668902
54,62,0.672974
54,63,0.676342
54,64,0.679051
54,65,0.681144
54,66,0.682666
54,67,0.683657
54,68,0.684154
54,69,0.684192
54,70,0.683801
54,71,0.683005
54,72,0.681827
54,73,0.827524
54,74,0.827646
54,75,0.827353
54,76,0.826639
54,77,0.825494
54,78,0.823907
54,79,0.821861
54,80,0.819339
54,81,0.81632
54,82,0.812781
54,83,0.808695
54,84,0.804034
54,85,0.79877
54,86,0.792868
54,87,0.786295
54,88,0.779014
54,89,0.599794
54,90,0.590124
54,91,0.579729
54,92,0.568583
54,93,0.55666
54,94,0.543936
54,95,0.53039
54,96,0.516005
54,97,0.500762
54,98,0.484648
54,99,0.467652
55,0,0.505374
55,1,0.521353
55,2,0.536517
55,3,0.550867
55,4,0.564401
55,5,0.577118
55,6,0.589017
55,7,0.600095
55,8,0.610352
55,9,0.619785
55,10,0.628392
55,11,0.636172
55,12,0.643122
55,13,0.649241
55,14,0.654525
55,15,0.658975
55,16,0.662587
55,17,0.66536
55,18,0.667294
55,19,0.348688
55,20,0
55,21,0
55,22,0.436869
55,23,0.446639
55,24,0.455865
55,25,0.464577
55,26,0.472805
55,27,0.480579
55,28,0.487926
55,29,0.494875
55,30,0.50145
55,31,0.507677
55,32,0.513577
55,33,0.51917
55,34,0.524472
55,35,0.529498
55,36,0.534258
55,37,0.53876
55,38,0.713092
55,39,0.710145
55,40,0.706943
55,41,0.703488
55,42,0.699772
55,43,0.695787
55,44,0.691517
55,45,0.686939
55,46,0.682028
55,47,0.677807
55,48,0.677656
55,49,0.677215
55,50,0.676453
55,51,0.675335
55,52,0.605071
55,53,0.610271
55,54,0.614809
55,55,0.618669
55,56,0.621837
55,57,0.624305
55,58,0.62966
55,59,0.636298
55,60,0.642117
55,61,0.647153
55,62,0.651447
55,63,0.655039
55,64,0.657969
55,65,0.660278
55,66,0.662005
55,67,0.663187
55,68,0.663859
55,69,0.664051
55,70,0.663792
55,71,0.663103
55,72,0.662006
55,73,0.660513
55,74,0.823873
55,75,0.823719
55,76,0.823113
55,77,0.822046
55,78,0.820506
55,79,0.818478
55,80,0.815944
55,81,0.812885
55,82,0.80928
55,83,0.805103
55,84,0.800329
55,85,0.794929
55,86,0.788874
55,87,0.78213
55,88,0.587274
55,89,0.578113
55,90,0.568262
55,91,0.557695
55,92,0.546385
55,93,0.534308
55,94,0.521442
55,95,0.507767
55,96,0.493265
55,97,0.477918
55,98,0.461714
55,99,0.444639
56,0,0.506501
56,1,0.522626
56,2,0.537938
56,3,0.552437
56,4,0.566121
56,5,0.578987
56,6,0.591034
56,7,0.602258
56,8,0.612657
56,9,0.622228
56,10,0.630967
56,11,0.638871
56,12,0.645937
56,13,0.652161
56,14,0.65754
56,15,0.662071
56,16,0.665751
56,17,0.668577
56,18,0.670549
56,19,0.328492
56,20,0
56,21,0
56,22,0.412257
56,23,0.422252
56,24,0.431703
56,25,0.440635
56,26,0.449079
56,27,0.457059
56,28,0.464604
56,29,0.471738
56,30,0.478485
56,31,0.484867
56,32,0.490904
56,33,0.496614
56,34,0.502012
56,35,0.507111
56,36,0.51192
56,37,0.710047
56,38,0.706875
56,39,0.703426
56,40,0.699703
56,41,0.695706
56,42,0.691429
56,43,0.686862
56,44,0.681989
56,45,0.676788
56,46,0.671234
56,47,0.665293
56,48,0.661842
56,49,0.660787
56,50,0.659409
56,51,0.570782
56,52,0.576641
56,53,0.581848
56,54,0.586387
56,55,0.590246
56,56,0.593412
56,57,0.598961
56,58,0.606624
56,59,0.613446
56,60,0.619461
56,61,0.624701
56,62,0.629203
56,63,0.633005
56,64,0.636143
56,65,0.638653
56,66,0.640572
56,67,0.641933
56,68,0.642768
56,69,0.643105
56,70,0.64297
56,71,0.642384
56,72,0.641364
56,73,0.639924
56,74,0.820473
56,75,0.820469
56,76,0.819982
56,77,0.819002
56,78,0.817518
56,79,0.815515
56,80,0.812976
56,81,0.809883
56,82,0.806214
56,83,0.801948
56,84,0.797059
56,85,0.791521
56,86,0.785306
56,87,0.778384
56,88,0.565095
56,89,0.555757
56,90,0.545735
56,91,0.535002
56,92,0.523534
56,93,0.511308
56,94,0.498303
56,95,0.4845
56,96,0.46988
56,97,0.454428
56,98,0.43813
56,99,0.420974
57,0,0.507882
57,1,0.524188
57,2,0.539686
57,3,0.554371
57,4,0.568243
57,5,0.581296
57,6,0.593529
57,7,0.604937
57,8,0.615515
57,9,0.625259
57,10,0.634165
57,11,0.642227
57,12,0.649439
57,13,0.655798
57,14,0.661297
57,15,0.665932
57,16,0.669698
57,17,0.672593
57,18,0.674612
57,19,0.308296
57,20,0
57,21,0
57,22,0.38698
57,23,0.39719
57,24,0.406853
57,25,0.415994
57,26,0.42464
57,27,0.432815
57,28,0.440544
57,29,0.447851
57,30,0.454757
57,31,0.461282
57,32,0.467445
57,33,0.473262
57,34,0.478747
57,35,0.48391
57,36,0.488761
57,37,0.704454
57,38,0.700767
57,39,0.696786
57,40,0.692514
57,41,0.687949
57,42,0.683087
57,43,0.677915
57,44,0.67242
57,45,0.66658
57,46,0.660368
57,47,0.653754
57,48,0.6467
57,49,0.643858
57,50,0.534378
57,51,0.540905
57,52,0.546786
57,53,0.552007
57,54,0.556554
57,55,0.560416
57,56,0.566394
57,57,0.575078
57,58,0.582906
57,59,0.589905
57,60,0.596105
57,61,0.601538
57,62,0.606237
57,63,0.610235
57,64,0.613567
57,65,0.616266
57,66,0.618365
57,67,0.619894
57,68,0.620882
57,69,0.621355
57,70,0.621337
57,71,0.620847
57,72,0.619901
57,73,0.618513
57,74,0.817491
57,75,0.817649
57,76,0.817292
57,77,0.81641
57,78,0.81499
57,79,0.813019
57,80,0.81048
57,81,0.807354
57,82,0.803624
57,83,0.799266
57,84,0.794258
57,85,0.788576
57,86,0.782193
57,87,0.551069
57,88,0.542222
57,89,0.532717
57,90,0.522531
57,91,0.511639
57,92,0.500018
57,93,0.487648
57,94,0.474507
57,95,0.460577
57,96,0.445841
57,97,0.430283
57,98,0.41389
57,99,0.396649
58,0,0.509497
58,1,0.526023
58,2,0.541742
58,3,0.556652
58,4,0.57075
58,5,0.584029
58,6,0.596487
58,7,0.608117
58,8,0.618913
58,9,0.628868
58,10,0.637977
58,11,0.646231
58,12,0.653623
58,13,0.660146
58,14,0.665792
58,15,0.670554
58,16,0.674427
58,17,0.677405
58,18,0.679484
58,19,0.288099
58,20,0
58,21,0
58,22,0.361027
58,23,0.371441
58,24,0.381305
58,25,0.390643
58,26,0.399479
58,27,0.407837
58,28,0.415739
58,29,0.423207
58,30,0.43026
58,31,0.436918
58,32,0.443197
58,33,0.449111
58,34,0.454673
58,35,0.459894
58,36,0.702933
58,37,0.699015
58,38,0.694781
58,39,0.690237
58,40,0.685386
58,41,0.680226
58,42,0.674753
58,43,0.668955
58,44,0.662817
58,45,0.656318
58,46,0.649433
58,47,0.642131
58,48,0.634375
58,49,0.495769
58,50,0.50298
58,51,0.509548
58,52,0.515459
58,53,0.520701
58,54,0.525262
58,55,0.531981
58,56,0.54168
58,57,0.550511
58,58,0.558497
58,59,0.565665
58,60,0.572041
58,61,0.577656
58,62,0.58254
58,63,0.586724
58,64,0.590238
58,65,0.593114
58,66,0.595381
58,67,0.597067
58,68,0.598198
58,69,0.5988
58,70,0.598892
58,71,0.598493
58,72,0.597619
58,73,0.596281
58,74,0.814973
58,75,0.815308
58,76,0.815093
58,77,0.814318
58,78,0.812971
58,79,0.811037
58,80,0.8085
58,81,0.805344
58,82,0.801549
58,83,0.797095
58,84,0.791962
58,85,0.786125
58,86,0.779562
58,87,0.52765
58,88,0.518644
58,89,0.508981
58,90,0.498639
58,91,0.487595
58,92,0.475828
58,93,0.463317
58,94,0.450043
58,95,0.435989
58,96,0.421138
58,97,0.405474
58,98,0.388985
58,99,0.371658
59,0,0.511325
59,1,0.528106
59,2,0.544085
59,3,0.559258
59,4,0.57362
59,5,0.587165
59,6,0.599887
59,7,0.611779
59,8,0.622833
59,9,0.633039
59,10,0.642388
59,11,0.650871
59,12,0.658477
59,13,0.665196
59,14,0.671018
59,15,0.675934
59,16,0.679935
59,17,0.683013
59,18,0.685163
59,19,0.267902
59,20,0
59,21,0
59,22,0.334389
59,23,0.344996
59,24,0.355051
59,25,0.364574
59,26,0.37359
59,27,0.382119
59,28,0.390182
59,29,0.3978
59,30,0.40499
59,31,0.41177
59,32,0.418155
59,33,0.424158
59,34,0.42979
59,35,0.43506
59,36,0.69823
59,37,0.693743
59,38,0.688926
59,39,0.683786
59,40,0.678325
59,41,0.672543
59,42,0.666433
59,43,0.659984
59,44,0.653182
59,45,0.646005
59,46,0.638428
59,47,0.630422
59,48,0.621951
59,49,0.468998
59,50,0.470048
59,51,0.476665
59,52,0.482614
59,53,0.487883
59,54,0.495744
59,55,0.50645
59,56,0.516279
59,57,0.525251
59,58,0.533389
59,59,0.540718
59,60,0.547262
59,61,0.553049
59,62,0.558108
59,63,0.562465
59,64,0.566151
59,65,0.569192
59,66,0.571617
59,67,0.573451
59,68,0.574717
59,69,0.575439
59,70,0.575636
59,71,0.575324
59,72,0.574518
59,73,0.573229
59,74,0.812966
59,75,0.813491
59,76,0.813431
59,77,0.812774
59,78,0.811507
59,79,0.809616
59,80,0.807083
59,81,0.803894
59,82,0.80003
59,83,0.795473
59,84,0.790203
59,85,0.784199
59,86,0.77744
59,87,0.503508
59,88,0.494352
59,89,0.48454
59,90,0.47405
59,91,0.46286
59,92,0.450952
59,93,0.438306
59,94,0.424903
59,95,0.410727
59,96,0.395762
59,97,0.379993
59,98,0.363407
59,99,0.345993
60,0,0.513339
60,1,0.530411
60,2,0.546687
60,3,0.562162
60,4,0.576828
60,5,0.590679
60,6,0.603707
60,7,0.615902
60,8,0.627253
60,9,0.637751
60,10,0.647381
60,11,0.656131
60,12,0.663988
60,13,0.670938
60,14,0.676968
60,15,0.682065
60,16,0.686218
60,17,0.689415
60,18,0.691649
60,19,0.247705
60,20,0
60,21,0
60,22,0
60,23,0
60,24,0
60,25,0
60,26,0
60,27,0
60,28,0
60,29,0
60,30,0
60,31,0
60,32,0
60,33,0
60,34,0
60,35,0.698475
60,36,0.693735
60,37,0.688641
60,38,0.683206
60,39,0.677436
60,40,0.671334
60,41,0.664899
60,42,0.658125
60,43,0.651001
60,44,0.64351
60,45,0.635634
60,46,0
60,47,0
60,48,0
60,49,0
60,50,0
60,51,0
60,52,0
60,53,0
60,54,0
60,55,0
60,56,0
60,57,0
60,58,0
60,59,0
60,60,0
60,61,0
60,62,0
60,63,0
60,64,0
60,65,0
60,66,0
60,67,0
60,68,0
60,69,0
60,70,0
60,71,0
60,72,0
60,73,0
60,74,0
60,75,0
60,76,0.812356
60,77,0.811827
60,78,0.810648
60,79,0.808802
60,80,0.806275
60,81,0.803049
60,82,0.799109
60,83,0.794438
60,84,0.789017
60,85,0.782828
60,86,0
60,87,0
60,88,0
60,89,0
60,90,0
60,91,0
60,92,0
60,93,0
60,94,0
60,95,0
60,96,0
60,97,0
60,98,0
60,99,0
61,0,0.515509
61,1,0.532909
61,2,0.549519
61,3,0.565333
61,4,0.580343
61,5,0.594541
61,6,0.607916
61,7,0.620457
61,8,0.63215
61,9,0.642981
61,10,0.652935
61,11,0.661994
61,12,0.670142
61,13,0.67736
61,14,0.683632
61,15,0.688941
61,16,0.69327
61,17,0.696607
61,18,0.698941
61,19,0.611986
61,20,0
61,21,0
61,22,0.609784
61,23,0.60697
61,24,0.603147
61,25,0.598342
61,26,0.592592
61,27,0.585934
61,28,0.578413
61,29,0.570074
61,30,0.560962
61,31,0.551126
61,32,0.540611
61,33,0.529464
61,34,0.517727
61,35,0.694828
61,36,0.68945
61,37,0.68371
61,38,0.677619
61,39,0.671184
61,40,0.664409
61,41,0.657291
61,42,0.649824
61,43,0.641997
61,44,0.633795
61,45,0.625198
61,46,0.385718
61,47,0.327514
61,48,0.310908
61,49,0.294115
61,50,0.277147
61,51,0.260017
61,52,0.242735
61,53,0.225312
61,54,0.207757
61,55,0.190079
61,56,0.172285
61,57,0.154383
61,58,0.136379
61,59,0.11828
61,60,0
61,61,0.479258
61,62,0.492523
61,63,0.505318
61,64,0.517607
61,65,0.529349
61,66,0.540503
61,67,0.551024
61,68,0.560867
61,69,0.569986
61,70,0.578334
61,71,0.585863
61,72,0.59253
61,73,0.598289
61,74,0.710164
61,75,0.715969
61,76,0.811914
61,77,0.811525
61,78,0.810441
61,79,0.808644
61,80,0.80612
61,81,0.802852
61,82,0.798826
61,83,0.794025
61,84,0.788435
61,85,0.782039
61,86,0.665745
61,87,0.573589
61,88,0.564788
61,89,0.555243
61,90,0.545001
61,91,0.534108
61,92,0.522608
61,93,0.510544
61,94,0.497956
61,95,0.484884
61,96,0.471363
61,97,0.457426
61,98,0.443105
61,99,0.428429
62,0,0.517799
62,1,0.535561
62,2,0.552543
62,3,0.568735
62,4,0.58413
62,5,0.598716
62,6,0.612482
62,7,0.625412
62,8,0.637491
62,9,0.648702
62,10,0.659024
62,11,0.668436
62,12,0.676918
62,13,0.684446
62,14,0.690998
62,15,0.696552
62,16,0.701087
62,17,0.704587
62,18,0.707037
62,19,0.63217
62,20,0
62,21,0
62,22,0.629847
62,23,0.626882
62,24,0.622857
62,25,0.617805
62,26,0.611766
62,27,0.604785
62,28,0.596912
62,29,0.588198
62,30,0.578694
62,31,0.568453
62,32,0.557527
62,33,0.545964
62,34,0.640622
62,35,0.691429
62,36,0.685372
62,37,0.678944
62,38,0.672159
62,39,0.665023
62,40,0.65754
62,41,0.649707
62,42,0.641518
62,43,0.632962
62,44,0.624023
62,45,0.408585
62,46,0.38592
62,47,0.362496
62,48,0.322068
62,49,0.305005
62,50,0.287777
62,51,0.270398
62,52,0.252876
62,53,0.235222
62,54,0.217445
62,55,0.199552
62,56,0.181552
62,57,0.163452
62,58,0.145257
62,59,0.126974
62,60,0
62,61,0.494118
62,62,0.507783
62,63,0.520986
62,64,0.533688
62,65,0.545845
62,66,0.557414
62,67,0.568347
